상호명,지점명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시군구명,법정동명,경도,위도
골드클래스공인중개사사무소,,부동산,부동산중개,부동산중개,세종특별자치시,고운동,127.2374552,36.51847189
구구칼국수,,음식,분식,국수/만두/칼국수,세종특별자치시,조치원읍,127.2993246,36.60105098
썸s노래연습장,,관광/여가/오락,무도/유흥/가무,노래방,세종특별자치시,조치원읍,127.2921117,36.60389222
안혜영헤어,,생활서비스,이/미용/건강,여성미용실,세종특별자치시,전의면,127.2038722,36.67927914
치킨마루,세종첫마을점,음식,유흥주점,호프/맥주,세종특별자치시,나성동,127.2624794,36.47931803
AN화장품,,소매,화장품소매,화장품판매점,세종특별자치시,고운동,127.2305716,36.51229041
연지미용실,,생활서비스,이/미용/건강,여성미용실,세종특별자치시,조치원읍,127.2992458,36.59740063
신데렐라퀸.뷰티,,소매,화장품소매,화장품판매점,세종특별자치시,고운동,127.2355017,36.50253489
대한건설,,소매,가정/주방/인테리어,유리/페인트/철물건축자재,세종특별자치시,조치원읍,127.2941772,36.60292216
대흥이용원,,생활서비스,이/미용/건강,남성미용실,세종특별자치시,장군면,127.2054152,36.49730952
장군칼국수,,음식,한식,한식/백반/한정식,세종특별자치시,장군면,127.2077063,36.49592787
슈퍼온도리,중부지사,소매,종합소매점,수퍼마켓,세종특별자치시,고운동,127.2360841,36.50574696
소암부동산연구소,,부동산,부동산중개,부동산중개,세종특별자치시,장군면,127.2081119,36.49885051
미래정보통신,,소매,사진/광학/정밀기기소매,핸드폰소매,세종특별자치시,조치원읍,127.2940864,36.59203504
비스트로시옷,,음식,양식,기타전문서양음식점,세종특별자치시,조치원읍,127.2800991,36.61316575
소평순대,,음식,한식,한식/백반/한정식,세종특별자치시,부강면,127.3656292,36.53117259
해안공인중개사사무소,,부동산,부동산중개,부동산중개,세종특별자치시,다정동,127.2551575,36.49226816
세종조이탁구클럽,,관광/여가/오락,PC/오락/당구/볼링등,탁구장,세종특별자치시,나성동,127.2583138,36.49017897
이마트24,세종청정점,소매,종합소매점,할인점,세종특별자치시,연동면,127.3514531,36.52909564
SM소망건축인테리어,,소매,가정/주방/인테리어,인테리어/욕실용품/커튼,세종특별자치시,연서면,127.2842523,36.56169575
키즈월드스위밍클럽,,소매,의복의류,아동복판매,세종특별자치시,아름동,127.2422353,36.51259939
동아자동차기업폐차사업소,,생활서비스,자동차/이륜차,자동차정비/카센타,세종특별자치시,연서면,127.2849519,36.57791273
간단하지만특별한화피디Cafe,브라운힐스,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,한솔동,127.2553148,36.47932761
시드니피자,,음식,패스트푸드,피자전문,세종특별자치시,반곡동,127.3123815,36.49742419
운당골산장가든,,음식,한식,한식/백반/한정식,세종특별자치시,소정면,127.1489979,36.69814894
동서남북공인중개사사무소,,부동산,부동산중개,부동산중개,세종특별자치시,장군면,127.2217407,36.50001263
행복주유소,,생활서비스,주유소/충전소,주유소,세종특별자치시,부강면,127.3855081,36.50416785
매일분식,,음식,분식,라면김밥분식,세종특별자치시,아름동,127.2492161,36.51228304
삼성영어,반곡더샵교실,학문/교육,학원-어학,학원-어린이영어,세종특별자치시,반곡동,127.3128417,36.49966188
무지개태권도장,,학문/교육,학원-예능취미체육,태권도장,세종특별자치시,조치원읍,127.2967872,36.59121288
핸썸가이,,생활서비스,이/미용/건강,남성미용실,세종특별자치시,고운동,127.2352836,36.51903477
반도유보라부동산,,부동산,부동산중개,부동산중개,세종특별자치시,도담동,127.2606407,36.51309339
CU,연기소정점,소매,종합소매점,편의점,세종특별자치시,소정면,127.1569385,36.71910384
안심농축가할인마트,,소매,종합소매점,수퍼마켓,세종특별자치시,조치원읍,127.2923136,36.61360841
첼시베이커리,,음식,제과제빵떡케익,제과점,세종특별자치시,다정동,127.2486071,36.49443508
갤러리에프엠98.5,,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,연서면,127.2060371,36.60245769
영만서비스,,생활서비스,세탁/가사서비스,청소/소독,세종특별자치시,소담동,127.3009274,36.4851821
우신인테리어,,소매,가정/주방/인테리어,인테리어/욕실용품/커튼,세종특별자치시,장군면,127.2259011,36.49921959
스타밥스,,소매,선물/팬시/기념품,관광/민예품/선물용품소매,세종특별자치시,한솔동,127.2534301,36.47570193
자니로켓,세종어진점,음식,패스트푸드,패스트푸드,세종특별자치시,어진동,127.2623015,36.5074981
이마트24,세종부강주은점,소매,종합소매점,할인점,세종특별자치시,부강면,127.3629926,36.52859006
브라운돈까스,,음식,양식,정통양식/경양식,세종특별자치시,종촌동,127.2495346,36.50473284
동아유리,,소매,가정/주방/인테리어,유리/페인트/철물건축자재,세종특별자치시,전의면,127.2060495,36.67970822
본도시락,도담점,음식,패스트푸드,도시락전문점,세종특별자치시,도담동,127.2588028,36.5126494
두판닭갈비세종다정점,세종다정점,음식,한식,한식/백반/한정식,세종특별자치시,다정동,127.2486557,36.49402083
이름못정한술집,,음식,유흥주점,기타일반유흥주점,세종특별자치시,도담동,127.257835,36.51461705
장재리100번지,,음식,한식,한식/백반/한정식,세종특별자치시,금남면,127.31551,36.48058027
세븐일레븐,세종신안점,소매,종합소매점,편의점,세종특별자치시,조치원읍,127.2886422,36.62871775
참조은어린이집,,학문/교육,학원기타,학원(종합),세종특별자치시,아름동,127.2537772,36.52095433
장남,,생활서비스,세탁/가사서비스,청소/소독,세종특별자치시,연기면,127.2769035,36.5446996
소예당,,소매,시계/귀금속소매,시계/귀금속,세종특별자치시,종촌동,127.2498961,36.50313095
남성컷,,생활서비스,이/미용/건강,남성미용실,세종특별자치시,고운동,127.2342204,36.52155135
본죽,세종다정점,음식,한식,한식/백반/한정식,세종특별자치시,다정동,127.2453683,36.49463093
노릇노릇공방,,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,한솔동,127.2546661,36.47481744
제이블라썸,,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,도담동,127.2606407,36.51309339
세븐일레븐,롯데세종엘큐브점,소매,종합소매점,편의점,세종특별자치시,어진동,127.2628424,36.49636237
부성건설인력개발,,생활서비스,인력/고용/용역알선,인력공급/고용알선,세종특별자치시,전의면,127.2055209,36.67889363
곱깨비,세종시청점,음식,한식,곱창/양구이전문,세종특별자치시,보람동,127.2892712,36.47836308
현대세종서비스,,생활서비스,자동차/이륜차,자동차정비/카센타,세종특별자치시,연서면,127.2896381,36.57377715
둘리텔레콤,,소매,사진/광학/정밀기기소매,핸드폰소매,세종특별자치시,조치원읍,127.2877553,36.59264624
아이잡,,생활서비스,기타서비스업,사업경영상담,세종특별자치시,도담동,127.2663773,36.51566123
에몬스가구,,소매,가구소매,일반가구소매,세종특별자치시,조치원읍,127.2998885,36.59925188
자연드림,세종새롬점,음식,제과제빵떡케익,제과점,세종특별자치시,새롬동,127.2524967,36.48459115
사롱드태민,,생활서비스,이/미용/건강,여성미용실,세종특별자치시,소담동,127.3011148,36.48544456
상미사,,소매,화장품소매,화장품판매점,세종특별자치시,조치원읍,127.30095,36.60176347
오늘통닭,유성본가누룽지삼계탕&,음식,닭/오리요리,후라이드/양념치킨,세종특별자치시,보람동,127.2860788,36.47966882
마스터컴퓨터,,소매,사무/문구/컴퓨터,컴퓨터전문매장,세종특별자치시,조치원읍,127.2908862,36.604678
광진종합OA,,소매,사무/문구/컴퓨터,사무/문구용품,세종특별자치시,조치원읍,127.2971306,36.59525231
네일모네,,생활서비스,이/미용/건강,발/네일케어,세종특별자치시,소담동,127.3005811,36.48149407
해바라기식당,,음식,한식,한식/백반/한정식,세종특별자치시,조치원읍,127.2941772,36.60292216
이수진에스테틱,,생활서비스,이/미용/건강,비만/피부관리,세종특별자치시,보람동,127.2902351,36.47790919
더고운스킨케어,,생활서비스,이/미용/건강,비만/피부관리,세종특별자치시,연서면,127.2832972,36.56351046
명랑핫도그세종,아름점,음식,패스트푸드,핫도그,세종특별자치시,아름동,127.2494765,36.51190617
바룩식당,,음식,한식,곱창/양구이전문,세종특별자치시,다정동,127.2371429,36.49909373
천지살수,,생활서비스,세탁/가사서비스,청소/소독,세종특별자치시,장군면,127.2218565,36.49178527
주예광고,,생활서비스,광고/인쇄,광고물제작-종합,세종특별자치시,조치원읍,127.3002011,36.59557679
비틀즈컷팅클럽,,생활서비스,이/미용/건강,여성미용실,세종특별자치시,조치원읍,127.2997886,36.60164851
샘터,,소매,종합소매점,종합소매,세종특별자치시,새롬동,127.251201,36.48701632
행복,,소매,종합소매점,종합소매,세종특별자치시,새롬동,127.251201,36.48701632
랄프스냅,,생활서비스,사진,사진관,세종특별자치시,새롬동,127.251932,36.48180283
글로벌태권도교육연맹직영세종도장,,학문/교육,학원-예능취미체육,태권도장,세종특별자치시,종촌동,127.2481243,36.50281338
수원정보통신,,소매,사무/문구/컴퓨터,사무용기기소매,세종특별자치시,종촌동,127.2463577,36.50770486
진여울,,소매,음/식료품소매,청과물소매,세종특별자치시,연기면,127.24204,36.53834585
더고은스킨&바디,,생활서비스,이/미용/건강,비만/피부관리,세종특별자치시,새롬동,127.2524967,36.48459115
아퀴진,,소매,종합소매점,종합소매,세종특별자치시,나성동,127.2562005,36.48940879
복조리식당,,음식,한식,한식/백반/한정식,세종특별자치시,전의면,127.2045991,36.68040147
행복한정육점,,소매,음/식료품소매,정육점,세종특별자치시,새롬동,127.2510038,36.48663657
세종영창음악기,,소매,취미/오락관련소매,악기판매,세종특별자치시,나성동,127.2574567,36.48642456
영창음악악기사,,소매,종합소매점,종합소매,세종특별자치시,나성동,127.2574567,36.48642456
꿀밤이야기,,음식,유흥주점,호프/맥주,세종특별자치시,나성동,127.2581874,36.49055669
코리아세븐세종고대기숙사점,,소매,종합소매점,편의점,세종특별자치시,조치원읍,127.2910008,36.61169005
신안카써비스,,생활서비스,자동차/이륜차,자동차정비/카센타,세종특별자치시,조치원읍,127.2924896,36.61269924
시골집,,음식,한식,한식/백반/한정식,세종특별자치시,연동면,127.3229769,36.54969244
해솔두피탈모,,소매,종합소매점,종합소매,세종특별자치시,나성동,127.2574567,36.48642456
다현성,,소매,종합소매점,종합소매,세종특별자치시,새롬동,127.2510038,36.48663657
이라클스킨케어,,소매,종합소매점,종합소매,세종특별자치시,새롬동,127.2510038,36.48663657
굽지민,,학문/교육,학원-예능취미체육,학원-요리,세종특별자치시,보람동,127.2897054,36.47724815
킹콩박스,,소매,종합소매점,종합소매,세종특별자치시,새롬동,127.2510038,36.48663657
홍대개미,,소매,종합소매점,종합소매,세종특별자치시,어진동,127.2616561,36.50139285
성림전자의료기,,소매,의약/의료품소매,의료용품소매,세종특별자치시,연서면,127.2596198,36.55812074
행복한정육점,,소매,음/식료품소매,정육점,세종특별자치시,다정동,127.2485063,36.49562406
웅진북클럽,,소매,종합소매점,종합소매,세종특별자치시,새롬동,127.2503174,36.48606449
옥토사우나양자방,,생활서비스,대중목욕탕/휴게,사우나/증기탕/온천,세종특별자치시,조치원읍,127.3021941,36.59641759
클레어헤어,,생활서비스,이/미용/건강,여성미용실,세종특별자치시,아름동,127.2461715,36.51540007
착한트럭,,소매,자동차/자동차용품,중고자동차판매,세종특별자치시,소정면,127.1583358,36.72442168
행복한전원일가,,음식,한식,한식/백반/한정식,세종특별자치시,조치원읍,127.2988736,36.60271556
장군가마솥순대,,음식,별식/퓨전요리,순대전문점,세종특별자치시,장군면,127.2158293,36.49289937
에이플러스영어,,학문/교육,학원-보습교습입시,학원-입시,세종특별자치시,고운동,127.2352836,36.51903477
더크래프트버거세종도담점,,음식,패스트푸드,패스트푸드,세종특별자치시,도담동,127.2579404,36.51410401
성심원,,소매,종교용품판매,종교용품판매-천주교,세종특별자치시,금남면,127.2743268,36.42945365
혜성컴퓨터학원,,학문/교육,학원-컴퓨터,컴퓨터학원,세종특별자치시,전의면,127.2021219,36.67975407
케어필라스,,소매,종합소매점,종합소매,세종특별자치시,새롬동,127.2510038,36.48663657
계룡산업세종M5식당,,음식,한식,한식/백반/한정식,세종특별자치시,대평동,127.2789402,36.47325425
수타이테라피,,관광/여가/오락,요가/단전/마사지,스포츠마사지,세종특별자치시,장군면,127.2328793,36.49791284
예다음공인중개사사무소,,부동산,부동산중개,부동산중개,세종특별자치시,아름동,127.2516834,36.51112696
샵더헤어,,생활서비스,이/미용/건강,여성미용실,세종특별자치시,고운동,127.2342204,36.52155135
차이홍,,학문/교육,학문교육기타,학습지보급,세종특별자치시,새롬동,127.2503427,36.48574922
그뤄인동던노래방,,관광/여가/오락,무도/유흥/가무,노래방,세종특별자치시,나성동,127.2574567,36.48642456
여자뽐므,,소매,의복의류,맞춤양장/양장점,세종특별자치시,한솔동,127.2586619,36.48175471
